stride1,315,U,-9999
stride2,316,U,-9999
stride3,317,U,-9999
stride4,323,U,-9999
stride5,329,U,-9999
stride6,330,U,-9999
stride7,337,U,-9999
stride8,346,U,-9999
stride9,347,U,-9999
