1,BESSJ0,61,13,mutator_flap_operation,0
1,BESSJ0,62,14,mutator_flap_operation,0
1,BESSJ0,62,19,mutator_flap_operation,0
1,BESSJ0,62,25,mutator_flap_operation,0
1,BESSJ0,62,30,mutator_flap_operation,0
1,BESSJ0,62,36,mutator_flap_operation,0
1,BESSJ0,62,41,mutator_flap_operation,0
1,BESSJ0,62,47,mutator_flap_operation,0
1,BESSJ0,62,52,mutator_flap_operation,0
1,BESSJ0,62,58,mutator_flap_operation,0
1,BESSJ0,62,63,mutator_flap_operation,0
1,BESSJ0,63,14,mutator_flap_operation,0
1,BESSJ0,63,19,mutator_flap_operation,0
1,BESSJ0,63,25,mutator_flap_operation,0
1,BESSJ0,63,30,mutator_flap_operation,0
1,BESSJ0,63,36,mutator_flap_operation,0
1,BESSJ0,63,41,mutator_flap_operation,0
1,BESSJ0,63,47,mutator_flap_operation,0
1,BESSJ0,63,52,mutator_flap_operation,0
1,BESSJ0,63,58,mutator_flap_operation,0
1,BESSJ0,63,63,mutator_flap_operation,0
1,BESSJ0,64,15,mutator_flap_operation,0
1,BESSJ0,66,13,mutator_flap_operation,0
1,BESSJ0,67,13,mutator_flap_operation,0
1,BESSJ0,68,14,mutator_flap_operation,0
1,BESSJ0,69,14,mutator_flap_operation,0
1,BESSJ0,69,19,mutator_flap_operation,0
1,BESSJ0,69,25,mutator_flap_operation,0
1,BESSJ0,69,30,mutator_flap_operation,0
1,BESSJ0,69,36,mutator_flap_operation,0
1,BESSJ0,69,41,mutator_flap_operation,0
1,BESSJ0,69,47,mutator_flap_operation,0
1,BESSJ0,69,52,mutator_flap_operation,0
1,BESSJ0,70,14,mutator_flap_operation,0
1,BESSJ0,70,19,mutator_flap_operation,0
1,BESSJ0,70,25,mutator_flap_operation,0
1,BESSJ0,70,30,mutator_flap_operation,0
1,BESSJ0,70,36,mutator_flap_operation,0
1,BESSJ0,70,41,mutator_flap_operation,0
1,BESSJ0,70,47,mutator_flap_operation,0
1,BESSJ0,70,52,mutator_flap_operation,0
1,BESSJ0,71,15,mutator_flap_operation,0
1,BESSJ0,71,45,mutator_flap_operation,0
1,BESSJ0,71,45,mutator_flap_operation,0
1,BESSJ0,71,63,mutator_flap_operation,0
1,BESSJ0,71,63,mutator_flap_operation,0
