1,convolve,34,7,mutator_flap_operation,0
1,convolve,34,12,mutator_flap_operation,0
1,sobel,69,7,mutator_flap_operation,0
1,sobel,69,7,mutator_flap_operation,0
1,sobel,69,17,mutator_flap_operation,0
1,sobel,73,9,mutator_flap_operation,0
